subsr,chnl_nm,in_dt,use_tms,pgm_nm,SMRY,ACTR_DISP
64743000,tvN스토리,20240303151044,7,미스터 션샤인(23회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
60522000,tvN스토리,20240303162549,1,미스터 션샤인(23회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
60935000,tvN스토리,20240303170030,9,미스터 션샤인(24회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
64802000,tvN스토리,20240303125453,145,미스터 션샤인(21회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
63032000,tvN스토리,20240303174137,9,미스터 션샤인(24회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
66311000,tvN스토리,20240303171348,163,미스터 션샤인(24회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
65150000,tvN스토리,20240303162718,955,미스터 션샤인(23회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
65892000,tvN스토리,20240303165902,202,미스터 션샤인(24회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
66081000,tvN스토리,20240303115603,2937,미스터 션샤인(21회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
60588000,tvN스토리,20240303125732,5,미스터 션샤인(21회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
65150000,tvN스토리,20240303162718,955,미스터 션샤인(24회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
60724000,tvN스토리,20240303173451,187,미스터 션샤인(24회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
65150000,tvN스토리,20240303145737,523,미스터 션샤인(23회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
65977000,tvN스토리,20240303145624,4600,미스터 션샤인(23회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
60156000,tvN스토리,20240303164825,14,미스터 션샤인(24회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
61186000,tvN스토리,20240303175750,3,미스터 션샤인(24회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
65213000,스포골프헬스,20240303191924,187,2024 LIV골프 제다,"",""
66334000,스포골프헬스,20240303194512,1000,2024 LIV골프 제다,"",""
60224000,디자이어TV,20240303035137,7,호텔방 벽 넘어 들리는 아내 신음...,"",""
65181000,채널MX,20240303135036,1823,WWE 섬머슬램 2023(2회),"",""
60544000,MBC,20240303151833,10,김대호의 퇴근 후N,"",김대호
65181000,채널MX,20240303144354,804,WWE 섬머슬램 2023(2회),"",""
60025000,MBC,20240303135416,5265,김대호의 퇴근 후N,"",김대호
65004000,채널MX,20240303140555,5,WWE 섬머슬램 2023(2회),"",""
63732000,MBC,20240303053521,4310,푸른백세 어영차 바다야,"",""
65358000,MBC,20240303151603,38,김대호의 퇴근 후N,"",김대호
64753000,OCN무비즈2,20240311190726,6,과속스캔들,30대 중반의 인기 라디오 DJ에게 어느날 자신이 '과속'해서 낳은 딸이라 우기며 나타난 생면부지의 딸과 손자로 인해 벌어지는 좌충우돌 코믹극,"차태현,박보영,왕석현,임지규,황우슬혜,임승대,정원중,김기방,박영서,안일권"
64130000,OCN무비즈2,20240311193001,44,과속스캔들,30대 중반의 인기 라디오 DJ에게 어느날 자신이 '과속'해서 낳은 딸이라 우기며 나타난 생면부지의 딸과 손자로 인해 벌어지는 좌충우돌 코믹극,"차태현,박보영,왕석현,임지규,황우슬혜,임승대,정원중,김기방,박영서,안일권"
60842000,OCN무비즈2,20240311204450,3,과속스캔들,30대 중반의 인기 라디오 DJ에게 어느날 자신이 '과속'해서 낳은 딸이라 우기며 나타난 생면부지의 딸과 손자로 인해 벌어지는 좌충우돌 코믹극,"차태현,박보영,왕석현,임지규,황우슬혜,임승대,정원중,김기방,박영서,안일권"
66636000,OCN무비즈2,20240311205348,5,과속스캔들,30대 중반의 인기 라디오 DJ에게 어느날 자신이 '과속'해서 낳은 딸이라 우기며 나타난 생면부지의 딸과 손자로 인해 벌어지는 좌충우돌 코믹극,"차태현,박보영,왕석현,임지규,황우슬혜,임승대,정원중,김기방,박영서,안일권"
60313000,OCN무비즈2,20240311185851,6937,과속스캔들,30대 중반의 인기 라디오 DJ에게 어느날 자신이 '과속'해서 낳은 딸이라 우기며 나타난 생면부지의 딸과 손자로 인해 벌어지는 좌충우돌 코믹극,"차태현,박보영,왕석현,임지규,황우슬혜,임승대,정원중,김기방,박영서,안일권"
66263000,OCN무비즈2,20240311204351,43,과속스캔들,30대 중반의 인기 라디오 DJ에게 어느날 자신이 '과속'해서 낳은 딸이라 우기며 나타난 생면부지의 딸과 손자로 인해 벌어지는 좌충우돌 코믹극,"차태현,박보영,왕석현,임지규,황우슬혜,임승대,정원중,김기방,박영서,안일권"
64753000,OCN무비즈2,20240311190905,16,과속스캔들,30대 중반의 인기 라디오 DJ에게 어느날 자신이 '과속'해서 낳은 딸이라 우기며 나타난 생면부지의 딸과 손자로 인해 벌어지는 좌충우돌 코믹극,"차태현,박보영,왕석현,임지규,황우슬혜,임승대,정원중,김기방,박영서,안일권"
64218000,시네마천국,20240311000827,225,동감 2부,1999 - 2022 마음을 수신합니다.,"여진구,조이현,김혜윤,나인우"
64159000,시네마천국,20240311004531,6,동감 2부,1999 - 2022 마음을 수신합니다.,"여진구,조이현,김혜윤,나인우"
64176000,부메랑,20240301180007,0,(음다) 톰과 제리 쇼(5회),"",""
60492000,JTBC,20240301090740,1,다시보는 건강스페셜(47회),"",""
62017000,JTBC,20240301094513,123,다시보는 건강스페셜(47회),"",""
61493000,JTBC,20240301093243,18,다시보는 건강스페셜(47회),"",""
61111000,JTBC,20240301090952,3,다시보는 건강스페셜(47회),"",""
60269000,JTBC,20240301095109,21,다시보는 건강스페셜(47회),"",""
62482000,채널나우,20240301160038,217,시카리오:암살자의 도시,"","에밀리 블런트,베네치오 델 토로,조슈 브롤린,빅터 가버"
66177000,OGN,20240301141828,1,디지털 문맹-왜 나의 할머니 꽃분...,"",""
61608000,JTBC,20240301093852,0,다시보는 건강스페셜(47회),"",""
66810000,JTBC,20240301092716,14,다시보는 건강스페셜(47회),"",""
65076000,채널나우,20240301163734,5,시카리오:암살자의 도시,"","에밀리 블런트,베네치오 델 토로,조슈 브롤린,빅터 가버"
66608000,JTBC,20240301090858,65,다시보는 건강스페셜(47회),"",""
60543000,채널나우,20240301164811,13,시카리오:암살자의 도시,"","에밀리 블런트,베네치오 델 토로,조슈 브롤린,빅터 가버"
65602000,채널나우,20240301150227,345,시카리오:암살자의 도시,"","에밀리 블런트,베네치오 델 토로,조슈 브롤린,빅터 가버"
64490000,JTBC,20240301095236,7,다시보는 건강스페셜(47회),"",""
64323000,JTBC,20240301091317,36,다시보는 건강스페셜(47회),"",""
62676000,스크린골프존,20240301205934,0,GTOUR도전 끝까지 간다2(8회),"",""
61076000,스크린골프존,20240301205341,11,GTOUR도전 끝까지 간다2(8회),"",""
63123000,KBS1,20240301145702,2183,콘서트 문화창고,"",""
64005000,NS홈쇼핑,20240301081124,1,오색약손찜질팩,"",""
65213000,디자이어TV,20240301074031,6,선정적 문구 차단중,"",""
65076000,채널J,20240301174945,8,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
60912000,채널J,20240301164300,72,낭만닥터 김사부(19회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
64381000,채널J,20240301121308,5,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
63099000,채널J,20240301153059,5320,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
60842000,채널J,20240301162828,169,낭만닥터 김사부(19회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
65042000,채널J,20240301110312,2730,낭만닥터 김사부(19회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
64096000,채널J,20240301125427,6,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
61519000,채널J,20240301172646,26,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
62248000,채널J,20240301104027,6,낭만닥터 김사부(19회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
65873000,채널J,20240301114507,2,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
65786000,채널J,20240301171806,1764,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
62573000,채널J,20240301174850,10,낭만닥터 김사부(20회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
63097000,채널J,20240301104318,14,낭만닥터 김사부(19회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
62573000,채널J,20240301100500,4015,낭만닥터 김사부(19회),누군가를 이기고자 의사가 된 남자와 인정 받기 위해 의사가 된 여자가 김사부를 만나 현대에 죽어가는 가치들에 대해 깨닫는 이야기를 그린 드라마,"한석규,서현진,유연석,진경,임원희,최진호,김민재,김홍파,변우민,서은수,장혁진,양세종,주현,태인호,서..."
64720000,스포골프헬스,20240301215947,6,2024 LIV골프 제다,"",""
66573000,스포골프헬스,20240301200028,12,2024 LIV골프 제다,"",""
66847000,아시아 M,20240301181803,1740,신용문객잔,"","양가휘,임청하,장만옥"
65613000,아시아 M,20240301194104,11,신용문객잔,"","양가휘,임청하,장만옥"
65104000,아시아 M,20240301193310,14,신용문객잔,"","양가휘,임청하,장만옥"
61988000,아시아 M,20240301190821,2670,신용문객잔,"","양가휘,임청하,장만옥"
62371000,아시아 M,20240301181539,0,신용문객잔,"","양가휘,임청하,장만옥"
62710000,SBS스포츠,20240315050446,4,실크로드&안산 LPBA 챔피언십 23-24,"",""
64124000,SBS스포츠,20240315044830,13,실크로드&안산 LPBA 챔피언십 23-24,"",""
64816000,KBS1,20240315194000,13,KBS 생생토론,지역의 주요 현안과 이슈를 집중 진단하는 시사 토론 프로그램,""
60338000,KBS1,20240315202524,19,KBS 생생토론,지역의 주요 현안과 이슈를 집중 진단하는 시사 토론 프로그램,""
65673000,OCN무비즈,20240315231929,85,비공식작전,"","하정우,주지훈"
60306000,OCN무비즈,20240315223746,5,비공식작전,"","하정우,주지훈"
64218000,OCN무비즈,20240315215923,0,비공식작전,"","하정우,주지훈"
66573000,OCN무비즈,20240315212156,8,비공식작전,"","하정우,주지훈"
66117000,OCN무비즈,20240315225023,13,비공식작전,"","하정우,주지훈"
66174000,OCN무비즈,20240315225236,83,비공식작전,"","하정우,주지훈"
64620000,OCN무비즈,20240315142240,3,그날의 분위기,KTX에서 우연히 처음 만난 안 하는 거 참 많은 철벽녀와 맘만 먹으면 다 되는 맹공남이 하룻밤을 걸고 벌이는 밀당 로맨스 영화,"문채원,유연석,조재윤,박민우"
65834000,OCN무비즈,20240315151030,6,그날의 분위기,KTX에서 우연히 처음 만난 안 하는 거 참 많은 철벽녀와 맘만 먹으면 다 되는 맹공남이 하룻밤을 걸고 벌이는 밀당 로맨스 영화,"문채원,유연석,조재윤,박민우"
63879000,엠플렉스,20240315114505,3,리볼버,"",""
64763000,엠플렉스,20240315112311,8,리볼버,"",""
60935000,엠플렉스,20240315112150,5,리볼버,"",""
61556000,엠플렉스,20240315110821,8,리볼버,"",""
65030000,엠플렉스,20240315113942,107,리볼버,"",""
66883000,MBC,20240315055054,7,푸른백세 어영차 바다야,"",""
67304000,아시아 M,20240315191439,1274,영춘권 : 무림절대고수,"",여소군
67304000,아시아 M,20240315195558,95,영춘권 : 무림절대고수,"",여소군
67304000,아시아 M,20240315195558,95,영춘권 : 무림절대고수,"",여소군
66974000,아시아 M,20240315195746,1,영춘권 : 무림절대고수,"",여소군
60154000,아시아 M,20240315202356,402,영춘권 : 무림절대고수,"",여소군
61988000,아시아 M,20240315200147,2700,영춘권 : 무림절대고수,"",여소군
66812000,아시아 M,20240315192700,3,영춘권 : 무림절대고수,"",여소군
64749000,채널J,20240309034448,11,워킹걸,슈퍼우먼 신드롬을 겪으며 직장과 가정 사이에서 갈등을 겪고 있는 두 허당 여성들의 동업을 그린 섹시 코미디,"조여정,클라라,김태우,김보연,라미란,배성우,김기천,김하유"
65596000,채널J,20240309015457,35,워킹걸,슈퍼우먼 신드롬을 겪으며 직장과 가정 사이에서 갈등을 겪고 있는 두 허당 여성들의 동업을 그린 섹시 코미디,"조여정,클라라,김태우,김보연,라미란,배성우,김기천,김하유"
60506000,재능방송,20240309130923,14,엉덩이 탐정 사이언스 스페셜(2회),"",""
64845000,채널MX,20240309170206,13,WWE MYnthly Special(87회),"",""
66974000,채널MX,20240309160752,5847,WWE MYnthly Special(87회),"",""
61936000,핑크하우스,20240309222329,0,선정적 문구 차단중,"",""
65232000,투니버스,20240309223036,10,명탐정 코난 극장판:침묵의 15분,"",""
64176000,투니버스,20240309190414,1178,극장판 짱구는 못말려:수수께끼! ...,"",""
61443000,바둑TV,20240309152148,14,센코컵 월드바둑여자최강전 2024,"",""
66005000,바둑TV,20240309153028,0,센코컵 월드바둑여자최강전 2024,"",""
66270000,바둑TV,20240309113148,2,센코컵 월드바둑여자최강전 2024,"",""
65947000,바둑TV,20240309162740,4,센코컵 월드바둑여자최강전 2024,"",""
62567000,바둑TV,20240309141052,7534,센코컵 월드바둑여자최강전 2024,"",""
61443000,바둑TV,20240309152245,2919,센코컵 월드바둑여자최강전 2024,"",""
65391000,바둑TV,20240309125734,7,센코컵 월드바둑여자최강전 2024,"",""
65128000,바둑TV,20240309055725,20,제25회 농심신라면배 세계바둑최강전,"",""
62800000,바둑TV,20240309111923,20,센코컵 월드바둑여자최강전 2024,"",""
60341000,바둑TV,20240309024542,547,제25회 농심신라면배 세계바둑최강전,"",""
65179000,바둑TV,20240309162820,5,센코컵 월드바둑여자최강전 2024,"",""
64897000,바둑TV,20240309141042,21,센코컵 월드바둑여자최강전 2024,"",""
67288000,씨네프,20240309222104,26,테이큰,"","리암 니슨,매기 그레이스"
65830000,TV조선,20240306065800,1632,소문난 건강법(35회),"",""
61445000,TV조선,20240306060015,97,소문난 건강법(35회),"",""
66773000,TV조선,20240306061809,53,소문난 건강법(35회),"",""
60283000,코미디TV,20240306053618,0,모형 완구의 제국(1회),"",""
66859000,월드클래식무비,20240306185020,5,더블,20년 전 행적을 감춘 구 소련의 전설적인 스파이 카시우스와 그를 끈질기게 추적하는 두 특수요원의 이야기,"리차드 기어,토퍼 그레이스"
65722000,월드클래식무비,20240306193558,7,더블,20년 전 행적을 감춘 구 소련의 전설적인 스파이 카시우스와 그를 끈질기게 추적하는 두 특수요원의 이야기,"리차드 기어,토퍼 그레이스"
59884000,MBC,20240315053636,317,푸른백세 어영차 바다야,"",""
65156000,채널VOD,20240315055638,3,푸른백세 어영차 바다야,"",""
66849000,SBS골프2,20240315160028,34,2023 KPGA 코리안투어 비즈플레이...,"",""
65062000,SBS골프2,20240315152913,12,2023 KPGA 코리안투어 비즈플레이...,"",""
59901000,SBS골프2,20240315162213,5,2023 KPGA 코리안투어 비즈플레이...,"",""
67148000,아시아 M,20240315200725,10,영춘권 : 무림절대고수,"",여소군
61296000,아시아 M,20240315194718,2,영춘권 : 무림절대고수,"",여소군
66974000,아시아 M,20240315195816,75,영춘권 : 무림절대고수,"",여소군
60715000,아시아 M,20240315193759,8,영춘권 : 무림절대고수,"",여소군
62365000,아시아 M,20240315203343,6,영춘권 : 무림절대고수,"",여소군
64711000,아시아 M,20240315192800,22,영춘권 : 무림절대고수,"",여소군
66335000,아시아 M,20240315194347,31,영춘권 : 무림절대고수,"",여소군
64701000,아시아 M,20240315195442,539,영춘권 : 무림절대고수,"",여소군
64668000,엠플렉스,20240315094011,1605,삼국지 관운장: 청룡언월도,삼국지 제일 명장의 비기를 찾아 가장 거대한 운명의 전투를 만나라!,""
66974000,엠플렉스,20240315091859,14,삼국지 관운장: 청룡언월도,삼국지 제일 명장의 비기를 찾아 가장 거대한 운명의 전투를 만나라!,""
64755000,엠플렉스,20240315115925,11,리볼버,"",""
60506000,엠플렉스,20240315114609,6,리볼버,"",""
66035000,월드클래식무비,20240315234318,2,리볼버,"",""
65824000,월드클래식무비,20240315151859,0,빅매치,도심 전체를 무대로 천재 악당으로부터 형을 구하기 위한 익호의 무한질주를 그린 초특급 오락액션,"이정재,신하균,이성민,보아,김의성,배성우,손호준,김윤성"
61608000,월드클래식무비,20240315153708,1,빅매치,도심 전체를 무대로 천재 악당으로부터 형을 구하기 위한 익호의 무한질주를 그린 초특급 오락액션,"이정재,신하균,이성민,보아,김의성,배성우,손호준,김윤성"
66608000,OCN무비즈2,20240315014517,45,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
60506000,OCN무비즈2,20240315010156,0,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
67170000,OCN무비즈2,20240315014001,840,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
65504000,OCN무비즈2,20240315011256,70,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
66085000,OCN무비즈,20240315152149,84,그날의 분위기,KTX에서 우연히 처음 만난 안 하는 거 참 많은 철벽녀와 맘만 먹으면 다 되는 맹공남이 하룻밤을 걸고 벌이는 밀당 로맨스 영화,"문채원,유연석,조재윤,박민우"
66309000,OCN무비즈,20240315150457,6,그날의 분위기,KTX에서 우연히 처음 만난 안 하는 거 참 많은 철벽녀와 맘만 먹으면 다 되는 맹공남이 하룻밤을 걸고 벌이는 밀당 로맨스 영화,"문채원,유연석,조재윤,박민우"
63327000,OCN무비즈,20240315231459,17,비공식작전,"","하정우,주지훈"
64417000,OCN무비즈,20240315212510,2,비공식작전,"","하정우,주지훈"
65213000,OCN무비즈,20240315135131,28,그날의 분위기,KTX에서 우연히 처음 만난 안 하는 거 참 많은 철벽녀와 맘만 먹으면 다 되는 맹공남이 하룻밤을 걸고 벌이는 밀당 로맨스 영화,"문채원,유연석,조재윤,박민우"
62735000,OCN무비즈,20240315211008,205,비공식작전,"","하정우,주지훈"
66838000,OCN무비즈,20240315132133,1051,그날의 분위기,KTX에서 우연히 처음 만난 안 하는 거 참 많은 철벽녀와 맘만 먹으면 다 되는 맹공남이 하룻밤을 걸고 벌이는 밀당 로맨스 영화,"문채원,유연석,조재윤,박민우"
66942000,OCN무비즈,20240315223954,53,비공식작전,"","하정우,주지훈"
62252000,OCN무비즈,20240315133234,114,그날의 분위기,KTX에서 우연히 처음 만난 안 하는 거 참 많은 철벽녀와 맘만 먹으면 다 되는 맹공남이 하룻밤을 걸고 벌이는 밀당 로맨스 영화,"문채원,유연석,조재윤,박민우"
64929000,OCN무비즈,20240315222506,11,비공식작전,"","하정우,주지훈"
63725000,OCN무비즈,20240315224912,160,비공식작전,"","하정우,주지훈"
60898000,OCN무비즈,20240315145715,15,그날의 분위기,KTX에서 우연히 처음 만난 안 하는 거 참 많은 철벽녀와 맘만 먹으면 다 되는 맹공남이 하룻밤을 걸고 벌이는 밀당 로맨스 영화,"문채원,유연석,조재윤,박민우"
64005000,KBS1,20240315194106,0,KBS 생생토론,지역의 주요 현안과 이슈를 집중 진단하는 시사 토론 프로그램,""
60338000,KBS1,20240315202603,10,KBS 생생토론,지역의 주요 현안과 이슈를 집중 진단하는 시사 토론 프로그램,""
65396000,KBS1,20240315194828,11,KBS 생생토론,지역의 주요 현안과 이슈를 집중 진단하는 시사 토론 프로그램,""
66848000,채널VOD,20240315052802,1,푸른백세 어영차 바다야,"",""
66941000,인디필름,20240315050747,46,금홍아 금홍아,"1930년대 비운의 삶을 살았던 천재 시인 이상과 그의 절친한 친구이며 야수파 곱추 화가인 구본웅, 그리고 이상을 사랑한 기생 금홍의 로맨스를 그린 작품이다.","김수철,김갑수,이지은"
65672000,SBS스포츠,20240315053140,850,실크로드&안산 LPBA 챔피언십 23-24,"",""
66334000,SBS스포츠,20240315055757,5,실크로드&안산 LPBA 챔피언십 23-24,"",""
64649000,인디필름,20240315061525,1179,금홍아 금홍아,"1930년대 비운의 삶을 살았던 천재 시인 이상과 그의 절친한 친구이며 야수파 곱추 화가인 구본웅, 그리고 이상을 사랑한 기생 금홍의 로맨스를 그린 작품이다.","김수철,김갑수,이지은"
67016000,OCN무비즈2,20240304215037,192,수상한 그녀,"","심은경,나문희,박인환,성동일,이진욱,황정민,김슬기,진영,김현숙,정해나"
61281000,OCN무비즈2,20240304213302,2,수상한 그녀,"","심은경,나문희,박인환,성동일,이진욱,황정민,김슬기,진영,김현숙,정해나"
65528000,OCN무비즈2,20240304223648,5,헤어질 결심,진심을 숨기는 용의자 용의자에게 의심과 관심을 동시에 느끼는 형사 그들의 <헤어질 결심>,"박해일,탕웨이,이정현,박용우,고경표,김신영"
65830000,OCN무비즈2,20240304232528,106,헤어질 결심,진심을 숨기는 용의자 용의자에게 의심과 관심을 동시에 느끼는 형사 그들의 <헤어질 결심>,"박해일,탕웨이,이정현,박용우,고경표,김신영"
60290000,OCN무비즈2,20240304151134,1468,용의자,모두의 타겟이 된 채 자신의 가족을 죽인 자를 쫓는 최정예 특수요원 지동철의 이야기를 그린 액션 블록버스터,"공유,조성하,박희순,유다인,김성균,조재윤"
61819000,OCN무비즈2,20240304153243,1,용의자,모두의 타겟이 된 채 자신의 가족을 죽인 자를 쫓는 최정예 특수요원 지동철의 이야기를 그린 액션 블록버스터,"공유,조성하,박희순,유다인,김성균,조재윤"
62586000,OCN무비즈2,20240304233003,10,헤어질 결심,진심을 숨기는 용의자 용의자에게 의심과 관심을 동시에 느끼는 형사 그들의 <헤어질 결심>,"박해일,탕웨이,이정현,박용우,고경표,김신영"
66608000,OCN무비즈2,20240304225549,6,헤어질 결심,진심을 숨기는 용의자 용의자에게 의심과 관심을 동시에 느끼는 형사 그들의 <헤어질 결심>,"박해일,탕웨이,이정현,박용우,고경표,김신영"
62252000,OCN무비즈2,20240304220045,49,헤어질 결심,진심을 숨기는 용의자 용의자에게 의심과 관심을 동시에 느끼는 형사 그들의 <헤어질 결심>,"박해일,탕웨이,이정현,박용우,고경표,김신영"
